Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class,index
Swarm,The Deed Is Done,10,0.504,0.99,1,-1.858,1,0.128,3.38E-05,0.0578,0.356,0.182,115.047,203600,4,Metal,13665
Manna Dey,Aao Aao Sanwariya,10,0.441,0.547,9,-9.189,1,0.113,0.853,2.20E-06,0.248,0.62,91.738,4.61355,3,Bollywood,13666
Thornetta Davis,Try To Remember,10,0.377,0.808,7,-7.116,1,0.0373,0.00623,0.13,0.523,0.67,92.853,253627,4,Blues,13667
"Amitabh Bachchan, Rakhee, Shashi Kapoor, Rishi Kapoor, Neetu Singh, Waheeda Rehman, Naseem Bano",Kaal Nayi Konkley Phutenge ,10,0.385,0.243,4,-18.084,0,0.461,0.631,0,0.672,0.372,76.484,21.59266667,3,Bollywood,13668
Headcharger,Death Sound,10,0.491,0.89,10,-7.115,0,0.0433,7.36E-06,0.104,0.25,0.555,137.989,243520,1,Rock,13669
Just Geo,Gorillas In The Bits,10,0.836,0.823,11,-3.513,0,0.0583,0.00343,0.472,0.0665,0.896,139.968,260650,4,HipHop,13670
BarbWalters,Oh!,10,0.755,0.945,6,-4.422,1,0.181,0.000179,0.942,0.26,0.78,125.018,207360,4,Indie Alt,13671
Recoil,The Killing Ground,10,0.504,0.5,2,-11.329,1,0.0377,0.117,0.548,0.137,0.0753,92.042,595680,4,Blues,13672
Little Sonny,A Woman Named Trouble,10,0.62,0.683,7,-12.393,1,0.0548,0.139,0,0.0492,0.94,156.16,266427,4,Blues,13673
Promoting Sounds,Shoot,10,0.804,0.473,2,-12.99,1,0.0976,0.051,2.06E-06,0.116,0.774,112.699,173254,5,HipHop,13674
Lata Mangeshkar,Har Khushi Ho Wahan,10,0.29,0.354,11,-12.669,1,0.0366,0.988,9.90E-05,0.203,0.464,148.927,3.483333333,4,Bollywood,13675
Yaffa Yarkoni,◊ú◊ú◊õ◊™ ◊¢◊û◊ö,10,0.379,0.237,5,-9.687,0,0.0353,0.958,4.63E-06,0.106,0.196,77.859,218347,4,Rock,13676
"Bobby ""Blue"" Bland",Farther Up The Road,10,0.487,0.407,10,-11.082,1,0.0399,0.451,0,0.245,0.647,104.634,177827,4,Blues,13677
Little Buster & the Soul Brothers,First You Cry,10,0.372,0.474,0,-7.197,1,0.0386,0.107,0.0104,0.0438,0.242,180.456,265507,3,Blues,13678
Alexandra Spence,Tidewater I,10,0.224,0.136,9,-21.091,1,0.0902,0.797,0.859,0.357,0.0323,67.115,679647,4,Indie Alt,13679
Calvin Harris,Acceptable in the 80's,10,0.767,0.838,6,-5.51,0,0.077,0.000951,0.408,0.0406,0.781,125.985,431973,4,Alt_Music,13680
No Money Kids,Hush Hush,10,0.64,0.873,4,-5.221,0,0.0527,0.055,9.86E-05,0.0579,0.699,118.001,176962,4,Rock,13681
Watertank,The Ejector Side,10,0.521,0.892,4,-4.911,0,0.0569,0.00749,0.706,0.0591,0.577,145.022,173379,4,Rock,13682
RRUCCULLA,Icy blue,10,0.411,0.49,6,-11.926,1,0.0354,0.000239,0.932,0.219,0.0394,115.343,202817,3,Indie Alt,13683
Neta Weiner,Hozer,10,0.663,0.81,11,-6.778,0,0.347,0.241,0,0.0963,0.664,166.067,231867,4,HipHop,13684
Just Geo,Riot ,10,0.721,0.97,6,-7.283,0,0.056,0.000263,0.688,0.0669,0.898,140.044,227079,4,HipHop,13685
Ido B & Zooki,Jaguar,10,0.821,0.64,5,-8.357,1,0.288,0.0698,1.64E-06,0.12,0.357,150.091,188000,4,HipHop,13686
Benny The Butcher,Price of Fame,10,0.672,0.755,7,-9.769,1,0.302,0.215,0,0.0612,0.418,143.989,253333,4,HipHop,13687
◊ï◊ô◊™◊®◊™◊ô,◊°◊ô◊ì◊ï◊®◊ô◊ù ◊©◊ú ◊û◊ë◊ï◊í◊®◊ô◊ù,10,0.378,0.895,7,-3.922,1,0.151,0.00222,0.0154,0.303,0.405,122.225,156813,4,Indie Alt,13688
Joe Louis Walker,Shake For Me,10,0.757,0.645,7,-10.069,0,0.0803,0.498,0.0161,0.469,0.893,121.091,410360,4,Blues,13689
Lou Price,Love Can Pass You By,10,0.525,0.51,8,-9.667,1,0.0289,0.465,6.21E-05,0.0988,0.575,134.934,239733,4,Indie Alt,13690
Toronzo Cannon,Earnestine,10,0.645,0.872,1,-5.338,0,0.0419,0.105,0.00458,0.154,0.959,115.627,213920,4,Blues,13691
Mukesh,Chal Ri Sajni Ab Kya Soche,10,0.393,0.349,5,-11.555,1,0.0431,0.548,0.0167,0.825,0.546,139.002,6.030666667,3,Bollywood,13692
Marcus Way,Option B,10,0.602,0.416,10,-11.253,1,0.0242,0.708,0.0138,0.271,0.375,103.949,187500,4,Rock,13693
COLISION,Knees,10,0.43,0.637,1,-8.777,1,0.0317,1.73E-05,0.821,0.348,0.269,79.989,188440,4,Rock,13694
Trudy Lynn,One Monkey Don't Stop No Show,10,0.736,0.709,6,-5.687,1,0.121,0.671,7.62E-06,0.0849,0.832,118.888,194933,4,Blues,13695
Fareeduddin Ayaz Qawal,Ghayal Hiraniaya,10,0.318,0.535,1,-8.816,1,0.0745,0.712,2.68E-05,0.0853,0.189,169.739,7.05885,5,Acoustic/Folk,13696
Age Is a Box,One by One,10,0.74,0.491,10,-8.905,0,0.0458,0.12,0.581,0.148,0.221,120.019,167280,4,Indie Alt,13697
My Thinking Face,Sane! Sane! Sane!,10,0.251,0.78,9,-5.217,1,0.0587,8.07E-06,1.36E-05,0.106,0.411,85.759,132061,4,Rock,13698
Ganser,Self Service,9,0.185,0.865,9,-10.522,1,0.0576,0.000632,0.807,0.112,0.0789,84.031,207465,3,Indie Alt,13699
Mohammed Rafi,Dekhi Zamane Ki Yaari,9,0.261,0.14,6,-15.33,1,0.0412,0.983,0.69,0.116,0.188,72.286,9.006,4,Bollywood,13700
Kishore Kumar,Hum To Mohabbat Karega,9,0.806,0.427,9,-7.701,0,0.209,0.948,0.00097,0.112,0.878,103.606,3.254,4,Bollywood,13701
Syl Johnson,Who's Still in Love,9,0.749,0.857,0,-6.188,1,0.0603,0.0709,0.000516,0.067,0.847,118.728,189093,4,Blues,13702
Prince Rapid,Gladiator,9,0.78,0.972,6,0.119,0,0.253,0.0107,0.0296,0.1,0.958,137.056,198000,4,HipHop,13703
Cut out Club,We Are the Ghosts,9,0.388,0.848,5,-6.939,0,0.0503,0.00381,1.39E-06,0.102,0.536,166.216,192493,4,Indie Alt,13704
◊ú◊ô◊ú ◊ê◊® ◊§◊ô ◊í'◊ô,◊§◊ß◊°◊° ◊ê◊ï◊™◊ô ◊ô◊ê ◊û◊†◊ô◊ê◊ß ◊¢◊ù ◊ë◊ô◊ò◊ï◊ü,9,0.814,0.557,3,-9.184,0,0.476,0.132,0,0.201,0.715,87.451,157889,4,HipHop,13705
Rainmaker,Zenith,9,0.338,0.896,11,-11.876,0,0.0619,0.312,0.853,0.358,0.0918,126.008,220741,4,Indie Alt,13706
LUX‚Ç¨ BOYZ,DM,9,0.877,0.61,10,-7.817,0,0.0731,0.0238,0.611,0.115,0.634,135.951,137647,4,HipHop,13707
Lata Mangeshkar,Vande Mataram,9,0.369,0.387,5,-11.381,0,0.0359,0.993,0.702,0.129,0.746,167.715,2.974383333,4,Bollywood,13708
VEXED,Fake,9,0.413,0.994,5,-3.621,1,0.171,0.00116,3.36E-06,0.286,0.0424,124.993,215253,4,Rock,13709
Willie Walker,What's It Take?,9,0.686,0.493,2,-6.541,1,0.0325,0.529,1.38E-05,0.13,0.637,103.556,249893,4,Blues,13710
"Rashmi Vartak, Vidyadhar Bhave",Jhooti Jhooti Batiyaan,9,0.54,0.754,10,-8.26,0,0.0516,0.0434,6.32E-05,0.128,0.556,135.134,4.6963,4,Acoustic/Folk,13711
"Anwar Khan Manganiyar, Swaroop Khan, Niyaz Khan",Mehandi,9,0.54,0.565,5,-10.648,1,0.0927,0.427,0,0.365,0.396,103.486,3.927866667,4,Acoustic/Folk,13712
Billy Price,Going to the Shack,9,0.774,0.696,8,-5.297,1,0.0585,0.479,0.000533,0.199,0.877,110.956,255693,4,Blues,13713
"Kishore Kumar, Suman Kalyanpur",Tera Mera Mera Tera Mil Gaya Dil Dil Say,9,0.377,0.894,2,-5.028,1,0.103,0.826,7.63E-05,0.373,0.757,146.967,7.27645,4,Bollywood,13714
james ginzburg,light evaporates,9,0.131,0.307,4,-10.997,1,0.0349,0.00185,0.916,0.111,0.0264,59.562,282800,4,Indie Alt,13715
"Mahendra Kapoor, Pamela Chopra, S.K.Mahan",Jag Gaya Jag Gaya,9,0.397,0.529,4,-12.683,1,0.0824,0.914,0.000192,0.322,0.46,106.779,6.883333333,4,Bollywood,13716
Asha Bhosle,Sakhiya Aaj Mujhe Neend Nahin,9,0.366,0.84,11,-4.319,1,0.217,0.891,0.00497,0.088,0.853,99.542,5.76955,4,Bollywood,13717
Preston Shannon,The Streets Will Love You To Death,9,0.72,0.48,7,-13.25,0,0.0298,0.151,2.37E-06,0.0391,0.963,92.018,235000,4,Blues,13718
Just Geo,Winner Stays On.,9,0.861,0.551,1,-7.78,1,0.11,0.000442,0.833,0.0816,0.921,139.963,288862,4,HipHop,13719
Santana,Blues Magic,9,0.395,0.607,9,-9.105,0,0.0412,0.591,0.00351,0.222,0.331,83.6,265560,4,Blues,13720
Joyce Lawson,Stop Doggin Me Around,9,0.559,0.47,6,-6.531,1,0.0356,0.564,1.64E-05,0.134,0.486,171.959,275773,3,Blues,13721
Lonnie Brooks,Family Curse,9,0.754,0.505,6,-14.6,0,0.0331,0.242,0.00915,0.058,0.925,102.586,277293,4,Blues,13722
Anguid,warm blooded,9,0.763,0.141,7,-14.608,0,0.161,0.0372,0.0118,0.699,0.295,130.088,187923,4,Indie Alt,13723
Asha Bhosle,Koi Mar Jaye,9,0.502,0.922,5,-3.911,1,0.351,0.767,9.93E-06,0.239,0.741,129.215,5.60355,3,Bollywood,13724
Gilligan Moss,Lee's Last Dance,9,0.669,0.516,0,-10.024,0,0.0397,0.354,0.000256,0.0576,0.381,126.979,190332,4,Indie Alt,13725
Geeta Dutt,Aaj Ki Raat Piya Dil Na Todo,9,0.542,0.292,8,-12.848,1,0.165,0.987,0.0262,0.06,0.85,170.958,2.892666667,3,Bollywood,13726
Lata Mangeshkar,Panditji Mere Marne Ke Baad,9,0.403,0.591,9,-9.16,1,0.0812,0.849,0,0.153,0.774,108.8,6.191016667,4,Bollywood,13727
Aaron Lewis,Country Boy ,9,0.595,0.667,6,-6.442,1,0.034,0.296,0,0.109,0.275,121.943,283347,4,Rock,13728
Movement At Night,Wak,9,0.424,0.766,2,-6.197,1,0.0391,5.79E-05,0.00456,0.208,0.566,154.849,197250,4,Rock,13729
Advaita,Light,9,0.558,0.378,5,-11.554,1,0.0255,0.579,0,0.101,0.247,81.938,5.10645,4,Acoustic/Folk,13730
Borito,Nice & Slowly,9,0.61,0.832,5,-9.514,1,0.0403,0.000294,0.0427,0.0829,0.559,132.972,269938,4,Indie Alt,13731
Adam Zoolod,◊ñ◊ï◊ú◊ï◊ì ◊ê◊ì◊ù,9,0.713,0.404,10,-11.395,1,0.0592,0.609,0,0.125,0.579,96.993,153402,4,HipHop,13732
"N.O.T Playing, Shubham Bharti, Vibhor Mathur",Raag Arambol,9,0.357,0.447,8,-12.069,1,0.0443,0.538,0.22,0.352,0.159,89.998,4.970833333,4,Acoustic/Folk,13733
LCD Soundsystem,Daft Punk Is Playing at My House,9,0.921,0.856,7,-6.267,1,0.0482,0.0205,0.000307,0.0215,0.976,135.978,201587,4,Indie Alt,13734
Vain Valkyries,Table Rase,9,0.271,0.863,8,-3.856,1,0.0558,0.00106,0,0.344,0.523,149.725,165814,4,Rock,13735
"Shalmali, Mame Khan, Parth Bharat Thakkar, Purbayan Chatterjee, Nyzel Dlima, Darshan Doshi",Jugaadbandi,9,0.478,0.651,2,-5.559,0,0.0621,0.29,7.72E-05,0.49,0.577,93.191,3.6345,4,Acoustic/Folk,13736
Adi-Keshet Cohen,Battleships,9,0.377,0.17,3,-13.604,1,0.0323,0.963,0.00146,0.278,0.221,105.186,287795,3,Indie Alt,13737
Darq E Freaker,Red Velvet,9,0.654,0.901,9,-2.066,0,0.0504,0.0011,0.25,0.349,0.669,140.004,194943,4,HipHop,13738
The Hentchmen,Michigan Blues,9,0.414,0.871,0,-9.63,1,0.0328,0.0584,0.177,0.0732,0.862,148.588,130000,4,Blues,13739
Ram Orion,◊ê◊ô◊†◊°◊ï◊£,9,0.505,0.942,4,-3.141,1,0.0478,0.0972,0.00482,0.111,0.178,114.992,261893,4,Indie Alt,13740
Eddie Burns,Lonesome Feeling,9,0.589,0.337,0,-10.761,1,0.118,0.598,0.0741,0.176,0.585,185.908,287547,3,Blues,13741
Chick Willis,Someday Baby,9,0.692,0.724,2,-6.406,0,0.0438,0.532,5.02E-06,0.259,0.826,97.445,282027,4,Blues,13742
Lata Mangeshkar,Mohabbat Ki Jhooti Kahani,9,0.373,0.245,3,-10.094,0,0.0326,0.993,0.0246,0.0978,0.637,130.75,3.354216667,4,Bollywood,13743
Sublime,What I Got,9,0.804,0.693,7,-7.47,1,0.0915,0.00876,0.000916,0.314,0.654,95.721,170907,4,Rock,13744
Lara Snow,Swim Far,9,0.568,0.575,6,-6.936,1,0.0454,0.151,0,0.0943,0.649,80.005,219647,4,Indie Alt,13745
Sonny Thompson & Lula Reed,Mellow Blues,9,0.787,0.345,11,-10.048,0,0.0315,0.574,0.87,0.0936,0.602,106.687,163040,4,Blues,13746
Eugene Bridges,In Your Arms Again,8,0.668,0.614,4,-7.882,0,0.0278,0.127,0,0.367,0.46,103.57,308573,4,Blues,13747
Armon,Hot Summer,8,0.352,0.648,9,-7.426,1,0.0375,0.37,0.432,0.27,0.36,82.436,349822,4,Indie Alt,13748
Just Geo,iBunk,8,0.74,0.733,0,-7.142,1,0.0427,0.00349,0.485,0.106,0.643,140.012,182179,4,HipHop,13749
Mrigya,Rock The Raag,8,0.299,0.811,7,-7.647,1,0.0948,0.068,0.112,0.459,0.709,89.986,7.54045,4,Acoustic/Folk,13750
Kishore Kumar,Dekha Na Haye Re,8,0.536,0.763,5,-5.384,1,0.063,0.856,0,0.117,0.814,133.275,4.21435,4,Bollywood,13751
"Anhad Khanna, Isheeta Chakrvarty, Tanner Willeford",Jiya,8,0.494,0.512,1,-9.698,1,0.0328,0.000709,0.503,0.274,0.0329,120.047,4.776066667,4,Acoustic/Folk,13752
"Manna Dey, Mohammed Rafi, S. D. Batish, Sudha Malhotra",Yeh Hai Ishq Ishq,8,0.651,0.589,1,-12.709,1,0.0735,0.959,0.858,0.115,0.914,103.622,7.105333333,4,Bollywood,13753
"Purbayan Chatterjee, Kaushiki Chakraborty, Yogesh Samsi, V. Selvaganesh",Sargam Surge,8,0.538,0.828,9,-11.304,1,0.0831,0.391,0.744,0.146,0.773,128.03,2.353733333,4,Acoustic/Folk,13754
"Kishore Kumar, Asha Bhosle",O Nigahe Mastana,8,0.504,0.322,5,-14.529,1,0.0388,0.944,3.57E-05,0.126,0.733,115.607,3.787783333,4,Bollywood,13755
"Camille Saint-Saëns, Sol Gabetta","The Carnival of the Animals, R. 125: XIII. The Swan",8,0.197,0.0527,7,-24.809,1,0.0432,0.991,0.945,0.0731,0.0386,82.876,3.222883333,4,Instrumental,13756
Kids Insane,Left Right Left,8,0.466,0.992,1,-3.595,1,0.0914,0.0436,0,0.432,0.0787,132.908,145360,4,Indie Alt,13757
Diabel Cissokho,Mansana Blues,8,0.496,0.646,4,-8.306,0,0.132,0.331,0.00191,0.0579,0.447,175.049,408760,3,Blues,13758
Lxst,Talk to Me,8,0.664,0.433,8,-9.75,1,0.0673,0.317,0,0.131,0.4,82.937,129397,4,HipHop,13759
Scarface,On My Block,8,0.833,0.918,10,-3.053,1,0.176,0.177,0,0.0535,0.646,82.774,214533,4,HipHop,13760
Yossi Babliki,◊ô◊© ◊ú◊ö ◊û◊ß◊ï◊ù,8,0.636,0.254,1,-13.669,0,0.0311,0.635,0.00365,0.129,0.392,80.487,260800,3,Indie Alt,13761
Patsy Cline,Gotta Lot Of Rhythm In My Soul,8,0.74,0.554,2,-14.131,1,0.031,0.977,0.283,0.623,0.971,109.129,140565,4,Rock,13762
Munkey Junkey,Oo Aa Na,8,0.667,0.36,8,-14.727,1,0.101,0.639,0.00101,0.802,0.781,143.897,180000,4,Indie Alt,13763
W.C. Clark,Lover's Plea,8,0.75,0.763,4,-5.367,0,0.0421,0.65,2.08E-06,0.0703,0.816,115.926,209307,4,Blues,13764
The Balmer Series,Ultraviolet,8,0.36,0.313,10,-12.562,1,0.0327,0.947,0.901,0.0963,0.285,80.065,204000,3,Indie Alt,13765
Sacramento,MAMA,8,0.609,0.634,4,-10.491,1,0.0372,0.203,0.229,0.121,0.688,127.509,245200,4,Indie Alt,13766
"Sadhana Sargam, Harshdeep Kaur, Ricky Mishra",Kaun Karat Tori,8,0.382,0.798,9,-7.308,1,0.0661,0.0927,3.82E-05,0.143,0.521,135.009,4.963916667,4,Acoustic/Folk,13767
"Amitabh Bachchan, Shashi Kapoor, Neetu Singh, Simi, Parikshat, Sahni, Waheeda Rehman, Rashi Kapoor",Main Apni Maa Ko ,8,0.475,0.208,5,-17.923,0,0.259,0.668,0,0.171,0.292,84.661,18.70978333,4,Bollywood,13768
Jackie Payne Steve Edmonson Band,The Real Deal,8,0.561,0.715,5,-5.918,0,0.146,0.437,1.41E-05,0.0896,0.801,116.995,208747,4,Blues,13769
TransFixion,Tremolo,8,0.546,0.881,7,-5.045,1,0.0328,0.000181,0.000802,0.0962,0.421,99.998,294000,4,Rock,13770
Big Jay McNeely,Deacon Rides Again,8,0.55,0.658,1,-4.166,1,0.0344,0.81,1.02E-05,0.113,0.828,92.96,167867,4,Blues,13771
Tamar Eisenman,Ding Dong,8,0.541,0.745,4,-7.888,1,0.0569,0.42,0.00443,0.111,0.432,130.096,255199,4,Indie Alt,13772
Mind Maintenance,the ladder,8,0.448,0.418,10,-12.294,1,0.0602,0.555,0.916,0.108,0.485,174.735,225130,4,Indie Alt,13773
"Apoorva Krishna, Shankar Mahadevan",Rāgamaya,8,0.503,0.785,4,-5.826,1,0.187,0.263,4.07E-06,0.108,0.48,148.045,8.47275,3,Acoustic/Folk,13774
Little Buster & the Soul Brothers,Engines And Wings,8,0.666,0.669,4,-9.415,1,0.0308,0.232,0.0182,0.107,0.879,105.265,256467,4,Blues,13775
Hemant Kumar,Insaaf Ki Dagar Pe,8,0.466,0.471,3,-11.494,1,0.0469,0.82,0,0.175,0.716,137.8,3.32645,3,Bollywood,13776
NUMI,◊ú◊ê ◊ë◊û◊ß◊®◊î,8,0.863,0.446,7,-12.644,1,0.281,0.486,0,0.0931,0.243,117.919,201356,4,HipHop,13777
Lonnie Shields,All The Way Down,8,0.815,0.607,7,-6.623,0,0.0284,0.163,0,0.112,0.57,117.36,242027,4,Blues,13778
Blay Vision,99 Pace,8,0.55,0.879,8,-5.623,0,0.286,0.0296,0,0.375,0.1,140.686,137826,4,HipHop,13779
Afrikan Boy,LITW,8,0.606,0.496,5,-10.92,1,0.0848,0.793,0,0.107,0.71,91.266,318232,4,HipHop,13780
"Asha Bhosle, Simi Garewal, Mukesh",Teetar Ke Do Aage Teetar,8,0.66,0.696,0,-11.597,0,0.093,0.738,0.83,0.334,0.893,115.765,3.797116667,4,Bollywood,13781
Mohammed Rafi,Jangal Mein More Nacha,8,0.793,0.52,3,-7.624,1,0.0469,0.852,0.00173,0.0423,0.973,118.143,3.115533333,4,Bollywood,13782
Ondo Fudd,Blue Dot,8,0.279,0.238,6,-20.501,0,0.0467,0.924,0.295,0.249,0.139,129.375,275312,4,Indie Alt,13783
K. J. Yesudas,Do Din Ki Jawani,7,0.513,0.658,6,-7.185,0,0.0622,0.512,0,0.21,0.698,145.896,3.181333333,4,Bollywood,13784
Gracie Abrams,Brush Fire,7,0.528,0.367,2,-9.227,1,0.055,0.878,0.000146,0.0795,0.293,128.715,190427,4,Pop,13785
Karsh Kale,Butterfly Effect ,7,0.563,0.922,2,-4.565,1,0.055,0.00254,0.116,0.141,0.0887,149.993,4.382483333,4,Acoustic/Folk,13786
Corey Harris,Station Blues,7,0.686,0.452,1,-13.339,1,0.0914,0.54,0.222,0.059,0.833,106.944,209467,4,Blues,13787
Guy Verlinde,Love Light Shine,7,0.635,0.793,0,-6.744,1,0.0375,0.106,1.29E-06,0.189,0.775,96.042,257573,4,Blues,13788
Lyri Hardof Jaffe,Astronaut,7,0.72,0.534,2,-6.491,1,0.163,0.219,0,0.0508,0.203,118.017,216864,4,HipHop,13789
One String Sam,I Need A Hundred Dollars,7,0.688,0.226,8,-13.052,1,0.114,0.974,0.867,0.158,0.638,76.927,181107,4,Blues,13790
"Mohammed Rafi, Mehmood",Khayalon Mein,7,0.586,0.809,7,-7.988,1,0.193,0.769,0.000299,0.479,0.789,108.256,6.376883333,4,Bollywood,13791
Cosmic Neighbourhood,Weird Beard,7,0.502,0.685,5,-11.596,0,0.0608,0.048,0.11,0.394,0.315,96.988,573306,4,Indie Alt,13792
Faze Miyake,Lei Wulong,7,0.642,0.828,2,-6.565,1,0.0358,0.0321,0.876,0.201,0.218,134.948,242533,4,HipHop,13793
BUT Î≤ó,The Piper,7,0.343,0.862,8,-5.083,1,0.0572,0.00307,0.000305,0.109,0.189,125.069,282998,4,Rock,13794
"Manas Jha, Yamini Santhanam, Mithun Radhakrishna",Zindagi,7,0.675,0.598,5,-9.007,0,0.0298,0.501,0.0261,0.0984,0.28,119.996,3.333333333,3,Acoustic/Folk,13795
Lord Huron,Mine Forever,7,0.569,0.761,0,-5.508,1,0.0292,0.312,0.303,0.274,0.391,122.965,288283,4,Pop,13796
Rick Ross,Hustlin',7,0.708,0.665,9,-6.834,1,0.168,0.0775,0,0.0651,0.662,136.092,255093,4,HipHop,13797
Magic Sam,Keep On Lovin' Me Baby,7,0.436,0.679,0,-8.549,1,0.101,0.49,0,0.0506,0.809,189.129,203521,4,Blues,13798
David Peretz,◊û◊ß◊ï◊ù ◊ë◊™◊ï◊õ◊ô,7,0.388,0.101,2,-13.673,1,0.0482,0.761,3.06E-05,0.166,0.187,168.468,287080,3,Indie Alt,13799
Roy Hall,Three Alley Cats,7,0.651,0.676,5,-4.224,0,0.0522,0.785,0,0.148,0.779,175.366,148640,4,Rock,13800
Advaita,Miliha,7,0.526,0.453,9,-10.678,1,0.027,0.476,0.287,0.103,0.478,95.016,1.027483333,4,Acoustic/Folk,13801
Mohammed Rafi,Mehbooba Teri Tasveer,7,0.43,0.27,6,-13.532,0,0.0332,0.959,0.000186,0.113,0.464,90.02,5.616,4,Bollywood,13802
Simon Provencher,Mesures,7,0.321,0.43,0,-12.999,0,0.0336,0.726,0.889,0.142,0.244,132.396,155705,3,Indie Alt,13803
James Welburn,Raze,7,0.233,0.461,3,-13.837,1,0.0508,0.00969,0.788,0.113,0.0392,127.947,431126,3,Indie Alt,13804
"Sur Theka, Shubham Bharti",Kaari Ratiyan,7,0.575,0.645,7,-6.421,1,0.0348,0.204,0.00013,0.194,0.166,123.955,5.658033333,3,Acoustic/Folk,13805
Manna Dey,Deewaaron Ka Jungle,7,0.536,0.638,9,-4.81,1,0.0323,0.72,0,0.353,0.405,110.405,2.648883333,4,Bollywood,13806
Corey Harris,Tamalah,7,0.454,0.822,7,-12.795,1,0.0669,0.031,0.579,0.0449,0.79,171.713,400800,4,Blues,13807
S. D. Burman,Jewel Thief Theme,7,0.44,0.576,2,-10.884,1,0.0636,0.808,0.881,0.316,0.693,133.83,2.0266,3,Bollywood,13808
"Mohammed Rafi, Lata Mangeshkar",Diwane Hai Diwanon Ko,7,0.437,0.675,9,-6.453,1,0.245,0.759,1.10E-06,0.0902,0.723,144.211,4.559783333,3,Bollywood,13809
Michal Geva,Let Me Go,7,0.57,0.586,0,-9.426,0,0.05,0.164,0.0648,0.111,0.101,123.917,246262,4,Indie Alt,13810
Mohammed Rafi,Apni To Har Aah Ek Toofan Hai,7,0.515,0.258,6,-11.941,1,0.0298,0.98,0.00479,0.0918,0.375,88.839,4.584666667,5,Bollywood,13811
Shamshad Begum,Boojh Mera Kya Naam Re,7,0.493,0.556,8,-6.27,1,0.0772,0.822,0.000332,0.233,0.931,190.617,4.51245,4,Bollywood,13812
Mohammed Rafi,Yahan Main Ajnabi Hoon,7,0.396,0.31,10,-10.648,0,0.0449,0.965,0.000945,0.671,0.311,116.968,5.407783333,4,Bollywood,13813
Advaita,Gamapani,6,0.677,0.736,4,-9.916,1,0.0432,0.274,0.146,0.195,0.974,129.933,1.365333333,4,Acoustic/Folk,13814
Ravi Chary,Funk Jog,6,0.582,0.662,0,-8.493,1,0.0346,0.282,0.504,0.0615,0.381,140.075,4.78,4,Acoustic/Folk,13815
False Advertising,You Won't Feel Love,6,0.495,0.783,2,-8.835,1,0.0361,3.65E-05,0.261,0.574,0.567,144.072,226587,4,Rock,13816
Washboard Willie,I Feel So Fine,6,0.547,0.486,0,-8.282,1,0.0404,0.0941,0,0.0761,0.927,135.534,142107,4,Blues,13817
Lata Mangeshkar,Tum Mujhse Door Chale Jana Na,6,0.309,0.258,8,-12.18,0,0.0458,0.99,0.000234,0.136,0.157,77.03,4.55555,1,Bollywood,13818
Haya Miller,◊©◊û◊ï◊¢◊î,6,0.35,0.829,2,-5.694,1,0.0681,0.155,0,0.483,0.435,122.361,165314,4,Indie Alt,13819
In Tua Nua,Seven Into The Sea,6,0.477,0.615,11,-14.173,0,0.0549,0.00369,0.239,0.519,0.393,130.716,342573,4,Alt_Music,13820
Sarah Hennies,Growing Block,6,0.31,0.23,7,-28.322,0,0.203,0.799,0.109,0.349,0.115,77.047,430577,5,Indie Alt,13821
Devek,◊ë◊©◊ù ◊î◊ì◊û◊ï◊ß◊®◊ò◊ô◊î,6,0.597,0.464,10,-8.747,1,0.0304,0.428,0,0.0909,0.62,132.915,207227,4,Indie Alt,13822
Guvna B,Very Original,6,0.831,0.636,3,-8.827,0,0.346,0.389,0,0.0925,0.749,134.923,188443,4,HipHop,13823
Bktherula,Santanny,6,0.92,0.424,9,-5.24,1,0.226,0.00418,1.62E-06,0.164,0.116,134.975,123542,4,HipHop,13824
Lata Mangeshkar,Ban Ke Panchhi Gaaye Pyar Ka Tarana,6,0.446,0.701,1,-8.41,1,0.2,0.701,0.00372,0.422,0.928,180.77,3.542883333,3,Bollywood,13825
Maya,Feel It,6,0.564,0.597,2,-9.464,1,0.0399,0.0759,0.0616,0.106,0.232,120.061,9.184883333,4,Acoustic/Folk,13826
No Point Baby,Force Majeure,6,0.691,0.747,11,-7.237,0,0.0304,0.224,0.839,0.18,0.832,140.042,221629,4,Indie Alt,13827
"SoundGuySam, Vāhaka",Nirvana,6,0.408,0.616,0,-9.942,1,0.165,0.161,0,0.089,0.379,160.173,3,4,Acoustic/Folk,13828
Hollywood Undead,Undead,6,0.512,0.943,2,-5.185,0,0.106,0.0136,0,0.261,0.486,163.134,265053,4,Rock,13829
Lucy‚Äôs Pussy,◊®◊ß ◊ú◊ê ◊ê◊¶◊ú◊†◊ï ◊ë◊©◊õ◊ï◊†◊î,6,0.45,0.98,9,-1.585,1,0.13,0.0131,5.16E-06,0.0634,0.626,140.033,149123,4,Indie Alt,13830
SpotemGottem,No Tik Tok,6,0.81,0.372,5,-8.965,1,0.402,0.00846,2.36E-05,0.193,0.254,160.024,94385,4,HipHop,13831
Hemant Kumar,Sahib Bibi Aur Ghulam Theme,6,0.453,0.322,8,-13.662,0,0.0296,0.291,0.684,0.0819,0.741,81.692,3.053783333,4,Bollywood,13832
